	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K00241	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00242	1.0	1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0
ko:K00249	2.0	7.0		9.0		6.0	3.0	11.0		4.0			4.0	6.0		2.0	3.0	5.0	2.0	4.0		6.0		4.0	5.0	3.0	5.0	4.0	4.0	2.0		4.0	14.0			4.0	4.0		4.0	8.0		2.0		6.0		4.0	5.0		7.0	2.0	16.0	6.0	19.0	4.0	1.0	5.0		6.0	1.0	4.0	4.0	2.0	6.0	4.0	2.0	1.0	3.0	1.0	23.0		2.0	8.0	6.0	6.0	14.0	5.0	15.0	3.0	13.0	7.0	2.0	14.0	4.0	5.0
ko:K00252	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0			1.0	1.0	1.0	1.0		1.0	1.0	1.0	2.0	1.0	3.0	1.0	2.0	1.0		1.0		1.0	3.0	2.0	2.0		1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0		4.0	2.0		1.0	1.0		2.0	4.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0		1.0	1.0	2.0	8.0	1.0		1.0	1.0	3.0	2.0	1.0
ko:K00253	1.0	1.0			1.0		2.0		1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0		1.0	1.0		1.0				1.0	1.0		1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0		1.0		1.0		1.0		1.0			1.0					1.0		1.0	1.0		1.0			1.0			1.0	1.0
ko:K00254	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0				1.0	1.0		1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0	1.0		1.0		1.0			1.0				1.0	1.0		1.0	1.0		1.0	1.0		1.0			1.0	1.0
ko:K00259	1.0			1.0	1.0	1.0		1.0		1.0	1.0		1.0		6.0	1.0		1.0				1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0			1.0			1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00263	1.0			1.0	1.0		1.0		1.0	1.0	1.0	1.0			1.0	1.0				1.0			1.0				2.0					1.0			1.0			1.0	1.0	1.0	1.0				1.0			1.0						1.0	1.0	1.0	1.0				1.0							1.0		1.0						2.0				1.0				
ko:K00265	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0		1.0	1.0	1.0		1.0	2.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0		1.0	1.0			1.0	1.0	1.0		1.0	2.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	2.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0		1.0	1.0				1.0			1.0		2.0	1.0		1.0	
ko:K00266	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0
ko:K00274	2.0	1.0	1.0	2.0			1.0	2.0		4.0				1.0	2.0	4.0				1.0		2.0					1.0	2.0	1.0		1.0	2.0	2.0	1.0		1.0	1.0		1.0	2.0		1.0	1.0	2.0		1.0			1.0	2.0	1.0		3.0	2.0		3.0				1.0		1.0		1.0			1.0		1.0						1.0	2.0			1.0	2.0			1.0	
ko:K00275	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0		1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00278	1.0		1.0		1.0		1.0		1.0		1.0				1.0	2.0	1.0		1.0	1.0	1.0			2.0		1.0	1.0		1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0		1.0		2.0		1.0	1.0		1.0	1.0			1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0			1.0		1.0			1.0		1.0	1.0		1.0	1.0		1.0			1.0	1.0
ko:K00282	1.0	1.0	1.0							1.0				1.0	1.0	1.0					1.0						1.0				1.0							1.0		1.0					1.0									1.0	1.0	1.0			1.0							1.0														1.0	1.0			
ko:K00283	1.0									1.0					1.0												1.0				2.0							1.0		1.0					1.0										1.0											1.0														1.0	1.0			
ko:K00285,ko:K21060	1.0											1.0				1.0											1.0														1.0							1.0																																				
ko:K00286	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	3.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0
ko:K00287	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00297	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0		2.0	3.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		2.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	2.0	2.0		2.0	1.0	1.0
ko:K00311	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		5.0	1.0		5.0				4.0	7.0		3.0	1.0	1.0	2.0		1.0		4.0	1.0	1.0	1.0	2.0		1.0		1.0		1.0		1.0	1.0	6.0		2.0		6.0			1.0				1.0	1.0		1.0	1.0		2.0	1.0		1.0			6.0	1.0
ko:K00324	2.0	2.0	2.0	1.0	2.0	1.0	2.0	3.0	2.0		2.0	2.0	1.0	2.0		2.0	2.0	2.0	1.0	2.0	2.0			3.0	2.0	1.0	2.0		3.0	1.0		2.0	1.0	1.0		3.0	3.0		2.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	3.0	2.0	2.0	4.0	1.0	2.0	1.0	2.0	1.0	2.0		1.0	2.0	3.0	1.0	1.0		3.0	2.0		3.0		2.0	2.0	1.0	2.0	1.0	2.0	2.0		1.0	1.0	1.0	4.0		1.0	3.0	1.0
ko:K00325	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			2.0	1.0	1.0	1.0		2.0	1.0		1.0	1.0	1.0		2.0	2.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	2.0	1.0	1.0		2.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	2.0	1.0
ko:K00329,ko:K00356	1.0	1.0	1.0		1.0				1.0			1.0		1.0		1.0	1.0	1.0	1.0		1.0			1.0	1.0	1.0	1.0		1.0	1.0		1.0				1.0	1.0		1.0	1.0	1.0		1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0			1.0	1.0	1.0	1.0		1.0			1.0				1.0				1.0		1.0	1.0		1.0			1.0	
ko:K00330	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0	1.0	2.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0		1.0	2.0	2.0	3.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0
ko:K00331	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0	1.0	2.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0		1.0	2.0	2.0	2.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0		1.0	2.0	2.0
ko:K00332	1.0	1.0	1.0	2.0	1.0	1.0		1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0		2.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0		1.0	2.0	2.0	2.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0		1.0	2.0	1.0
ko:K00333	1.0	1.0	1.0	2.0	1.0	1.0		1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0		2.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0		1.0	2.0	2.0	2.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0
ko:K00334	1.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0		1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0	1.0	1.0	2.0		2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0		2.0		1.0	1.0	2.0	1.0		1.0		1.0			1.0	1.0	1.0		1.0	1.0	1.0		1.0		1.0	2.0	1.0
ko:K00335	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0		1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0		1.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0	2.0		1.0	1.0	2.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	2.0	1.0
ko:K00336	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0		1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0	1.0	1.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0		1.0	1.0	2.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0		1.0	2.0	1.0
ko:K00337	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0	1.0	2.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	2.0		1.0	2.0	2.0	3.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0		1.0	2.0	1.0
ko:K00338	1.0			1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0		1.0	1.0				1.0	1.0	1.0	1.0	1.0					1.0	1.0		1.0	1.0	1.0	1.0	1.0			1.0		1.0				1.0		1.0		1.0	1.0	1.0		1.0			1.0	1.0	1.0							1.0		1.0		1.0	1.0			1.0			1.0	1.0
ko:K00339	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0	1.0	1.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0		1.0	1.0	2.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0		1.0	2.0	1.0
ko:K00340	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0				2.0	2.0		2.0	1.0	1.0	1.0	1.0	1.0		2.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0	2.0		1.0	1.0	2.0	1.0		1.0				1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0			2.0	1.0
ko:K00341	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	2.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	2.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	5.0	1.0		1.0	1.0	1.0
ko:K00342	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0	1.0	2.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0		1.0	2.0	2.0	3.0		2.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0		1.0	2.0	1.0
ko:K00343	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0		2.0	2.0		2.0	1.0	1.0	1.0	2.0	1.0		2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	2.0		1.0	2.0	2.0	3.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0		1.0	2.0	1.0
ko:K00344	2.0	3.0	2.0	4.0	1.0	3.0	6.0	7.0	1.0	10.0	1.0	1.0	3.0	4.0	2.0	4.0	5.0	3.0	6.0	4.0	2.0	4.0	2.0	4.0	2.0	3.0	3.0	3.0	9.0	5.0	4.0	4.0	5.0	2.0		6.0	9.0		7.0	5.0	1.0		3.0	7.0	2.0	6.0	2.0	1.0	5.0	8.0	4.0	7.0	7.0	5.0		5.0	2.0	4.0	3.0	9.0	1.0	3.0	4.0	9.0	2.0	1.0	5.0	3.0	13.0	3.0	3.0	8.0	3.0	8.0	5.0	11.0	7.0	2.0	5.0	7.0	1.0	5.0	9.0	5.0
ko:K00362	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0			1.0		2.0	1.0		1.0	1.0		2.0	1.0	1.0	1.0		1.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ko:K00363	1.0		1.0	1.0		1.0	2.0	2.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0				1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0		1.0	2.0	1.0	1.0		1.0	2.0	1.0	1.0	1.0		1.0	1.0	1.0
ko:K00372	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0				1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0		1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0					1.0	1.0	1.0		1.0		1.0	1.0	1.0		1.0	1.0	1.0		1.0			1.0	1.0			1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	1.0
ko:K00381	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0			1.0				1.0	1.0		1.0	2.0	1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0				1.0		1.0			1.0	1.0		1.0		1.0			1.0				1.0				1.0			1.0		1.0			1.0	
ko:K00382	2.0	3.0	2.0	3.0	4.0	4.0	3.0	3.0	2.0	4.0	2.0	2.0	3.0	3.0	4.0	2.0	2.0	3.0	2.0	2.0	2.0	4.0	2.0	3.0	3.0	3.0	2.0	3.0	3.0	4.0	2.0	4.0	2.0	4.0	4.0	3.0	3.0	4.0	3.0	2.0	2.0	2.0	5.0	3.0	4.0	3.0	3.0	2.0	3.0	3.0	2.0	5.0	3.0	1.0	4.0	2.0	3.0	3.0	2.0	3.0	4.0	3.0	4.0	3.0	2.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	2.0	4.0	2.0	2.0	2.0	3.0	4.0	3.0	3.0	4.0
ko:K00383	1.0	1.0	1.0				1.0		1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0			2.0				1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		2.0			1.0	1.0		1.0		1.0			1.0				1.0	1.0		1.0	2.0			1.0		1.0		1.0	1.0	
ko:K00384	3.0	2.0	3.0	2.0	2.0	3.0		4.0	3.0		1.0	2.0	4.0	2.0	2.0	3.0	3.0	1.0	2.0		2.0		3.0	1.0	2.0	1.0	2.0		2.0	7.0	7.0	3.0	2.0	5.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	4.0	3.0	2.0	1.0	2.0	1.0	3.0	1.0	2.0	2.0	1.0	1.0	2.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0		2.0	1.0	2.0	4.0	3.0	3.0	1.0	1.0	4.0	3.0	3.0	2.0	2.0	5.0	2.0	2.0	2.0	2.0	3.0	2.0	6.0
ko:K00390	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0
ko:K00411	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0		1.0				1.0	1.0		1.0	1.0	1.0			1.0		2.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0		2.0	1.0	1.0		1.0		1.0			1.0				1.0	1.0		1.0	1.0		1.0	1.0		1.0			1.0	1.0
ko:K00412	1.0				2.0		1.0		1.0		1.0	1.0				1.0	1.0			1.0							1.0			1.0										1.0	1.0							1.0				1.0		1.0		1.0		1.0														1.0		1.0			1.0			1.0				1.0
ko:K00413	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0		1.0				1.0	1.0		1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0	1.0		1.0		1.0		1.0		1.0	1.0	1.0		1.0		1.0			1.0				1.0	1.0		1.0			1.0	1.0		1.0			1.0	1.0
ko:K00432	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0			2.0	1.0	1.0	1.0				1.0	1.0		2.0	2.0		1.0		1.0			1.0		2.0	2.0	2.0	1.0		1.0			2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0		1.0		1.0			1.0	1.0	1.0	1.0			2.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0		2.0
ko:K00433	1.0	2.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0		3.0	1.0	2.0	2.0	1.0	5.0	2.0	2.0	1.0		4.0	1.0	5.0	1.0	1.0	6.0	2.0	1.0	1.0	1.0	1.0		5.0	7.0		7.0		2.0	1.0		4.0	1.0	5.0	1.0	2.0	3.0	5.0		1.0	2.0	1.0	1.0	2.0			2.0	5.0	1.0	2.0	1.0	6.0	1.0	1.0	6.0	2.0	4.0		3.0	1.0			3.0	3.0		4.0		2.0	1.0		7.0	1.0
ko:K00451	1.0			1.0	1.0		1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0			1.0	1.0	1.0			1.0			1.0	1.0		1.0		1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0		1.0	1.0	1.0	1.0				1.0			3.0	1.0	1.0	1.0	1.0	1.0		1.0	2.0		1.0	1.0	
ko:K00453	1.0			1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0		3.0	1.0		1.0		1.0	1.0	1.0	1.0
