	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K01092,ko:K05602				Root236|1315		Root495|1874		Root1257|1312		Root107|168			Root181|1391									Root1304|6563						Root431|1607		Root133|5132			Root240|492	Root22|2603	Root53|520								Root101|589		Root1464|1937						Root190|4478		Root265|873		Root180|3015						Root61|792		Root1295|338		Root456|287	Root322|692		Root1293|1172	Root136|1803	Root332|1375			Root122|2160			Root1310|2716			Root614|453		Root1433D1|1935	Root151|4527		
ko:K01104				Root236|2164,Root236|3115,Root236|3443	Root179|2817	Root495|324,Root495|2373,Root495|3259	Root68|3446,Root68|3864	Root1257|3063,Root1257|3115	Root480|307,Root480|1123	Root107|60,Root107|1462,Root107|1531,Root107|6343,Root107|7122	Root630|2551	Root916|844	Root181|2185,Root181|3189,Root181|4247		Root11|332,Root11|3770,Root11|5533	Root1472|3007,Root1472|3832	Root1238|4350	Root1471|2735	Root491|2277	Root569|617		Root1304|1717,Root1304|1929,Root1304|2509,Root1304|3384,Root1304|4235,Root1304|4307,Root1304|5249	Root935|1435,Root935|2041,Root935|2114		Root552|383		Root154|1133,Root154|1140,Root154|2756,Root154|3614	Root431|1737,Root431|1803,Root431|2143,Root431|2344,Root431|2709,Root431|5490	Root74|2013		Root444D2|209	Root100|4297	Root240|1539,Root240|2387	Root22|2352,Root22|3848	Root53|201,Root53|1380,Root53|1677	Root558|2816	Root1298|2007	Root920|2828,Root920|3578	Root1252|3791	Root710|1272,Root710|1710,Root710|3869	Root559|1661,Root559|2239	Root1280|3533	Root101|2554,Root101|2828,Root101|3025,Root101|3316	Root102|889	Root1464|1076,Root1464|1943	Root278|3242	Root157|483	Root667|314,Root667|2418	Root172|3847	Root1203|2156	Root190|567,Root190|938,Root190|2824,Root190|2969	Root170|4528	Root265|1977,Root265|2758	Root1277|491	Root180|1723,Root180|2033,Root180|2597	Root1455|2429	Root186|1020,Root186|1086	Root70|1209,Root70|3599		Root954|4747	Root61|467,Root61|1591,Root61|2573,Root61|3137,Root61|3227,Root61|3540		Root1295|192,Root1295|4096,Root1295|5844	Root423|1764		Root322|1547,Root322|2049,Root322|2781	Root1220|1412	Root1293|1179,Root1293|2584,Root1293|3281	Root136|1061,Root136|2062,Root136|4417,Root136|5980,Root136|6389	Root332|30,Root332|528		Root318D1|1791,Root318D1|2165	Root122|207	Root217|3607,Root217|4064		Root1310|1985,Root1310|2877,Root1310|3568,Root1310|5667	Root189|5304		Root614|1853,Root614|2400,Root614|3220	Root1294|41,Root1294|1548	Root1433D1|607,Root1433D1|1140,Root1433D1|2496	Root151|940,Root151|994,Root151|1023,Root151|1093,Root151|3113	Root1312|2062	Root198D2|1688
ko:K01118				Root236|1365,Root236|2359	Root179|1103		Root68|453,Root68|941,Root68|1275,Root68|1625	Root1257|2330	Root480|1148		Root630|4026	Root916|1236,Root916|1498			Root11|1596,Root11|1897,Root11|5110	Root1472|2061,Root1472|2706	Root1238|4634		Root491|305	Root569|3543,Root569|4047,Root569|4072			Root935|1412	Root482|663,Root482|2963,Root482|4532		Root149|1633	Root154|1018,Root154|1443,Root154|4309		Root74|6600	Root133|1617,Root133|3548,Root133|5008	Root444D2|9,Root444D2|1989,Root444D2|2201,Root444D2|3142,Root444D2|6738,Root444D2|6998					Root558|1914	Root1298|3076	Root920|205,Root920|899	Root1252|2420		Root559|50,Root559|2150	Root1280|1400		Root102|3192	Root1464|822	Root278|1552,Root278|3463		Root667|220,Root667|3718	Root172|4095,Root172|5375	Root1203|1513,Root1203|6263		Root170|936,Root170|4505	Root265|6079	Root1277|33			Root186|64,Root186|2579,Root186|2682	Root70|925,Root70|3978		Root954|1534		Root1212|14		Root423|6368			Root1220|4034,Root1220|5300		Root136|2704,Root136|3511,Root136|4458		Root564|1623	Root318D1|2812,Root318D1|2865,Root318D1|3477		Root217|4640,Root217|5808	Root123D2|1965		Root189|2223	Root1240|3544	Root614|1501	Root1294|630,Root1294|3457,Root1294|4805			Root1312|3293	Root198D2|323,Root198D2|1629,Root198D2|5478
ko:K01167				Root236|170						Root107|2417,Root107|2947			Root181|1711				Root1238|2476					Root1304|1938,Root1304|4004						Root431|2345,Root431|3904					Root240|280																		Root190|2615		Root265|3197					Root70|1264					Root1295|6651									Root318D1|3152	Root122|3699	Root217|3415		Root1310|5342,Root1310|6209	Root189|1326		Root614|250			Root151|1845		
ko:K01214				Root236|1182		Root495|1395		Root1257|2512		Root107|4755,Root107|5188			Root181|3495									Root1304|4341,Root1304|6161						Root431|1836,Root431|3127						Root22|2259	Root53|1082								Root101|3176								Root190|4161	Root170|913	Root265|242,Root265|3524		Root180|1391								Root1295|2916,Root1295|6712		Root456|1068			Root1293|2534	Root136|6064	Root332|494			Root122|2524			Root1310|3577,Root1310|5141,Root1310|6983								Root198D2|4313
ko:K01256,ko:K08776				Root236|3763		Root495|666		Root1257|262,Root1257|1804,Root1257|2421		Root107|2271,Root107|3252,Root107|4274			Root181|3476,Root181|3724									Root1304|1316,Root1304|1324,Root1304|1946						Root431|432,Root431|443,Root431|2353					Root240|827,Root240|4481	Root22|955	Root53|1066,Root53|1161								Root101|3160,Root101|3836		Root1464|1743,Root1464|1748						Root190|2031,Root190|3540		Root265|2461		Root180|1333						Root61|306		Root1295|4653,Root1295|5314,Root1295|5319		Root456|1823,Root456|1836,Root456|1961	Root322|524,Root322|635		Root1293|962,Root1293|963	Root136|3949,Root136|4732	Root332|1823			Root122|823,Root122|2651			Root1310|281,Root1310|1031,Root1310|1043			Root614|1062,Root614|4652		Root1433D1|1765,Root1433D1|1876	Root151|2544,Root151|3984,Root151|4338		
ko:K01262,ko:K01271				Root236|705		Root495|1218				Root107|3328					Root11|2475,Root11|4790						Root685|2632	Root1304|3981						Root431|3928										Root920|2494															Root265|69										Root1295|2527						Root136|952							Root1310|6235								
ko:K01267				Root236|250		Root495|1121	Root68|703			Root107|1576			Root181|1170							Root569|3342		Root1304|3526						Root431|5363						Root22|1546	Root53|2459										Root1464|3670								Root265|6137								Root61|714		Root1295|544,Root1295|1813			Root322|1623		Root1293|1431	Root136|3363							Root1310|5546					Root1433D1|680			
ko:K01269				Root236|1772		Root495|927		Root1257|4441		Root107|2182			Root181|2369																				Root240|3534																		Root190|1384		Root265|3727	Root1277|2492														Root1293|1504	Root136|3571							Root1310|7527			Root614|1415			Root151|1443		
ko:K01271,ko:K01274				Root236|506		Root495|1342							Root181|754									Root1304|6169						Root431|3135						Root22|1971																			Root265|357										Root1295|6724			Root322|2249			Root136|603							Root1310|5132					Root1433D1|3234			
ko:K01337,ko:K20276,ko:K21449				Root236|3608																																																																																
ko:K01389,ko:K01415,ko:K07386				Root236|3839		Root495|752		Root1257|2759					Root181|4108																				Root240|4827	Root22|951	Root53|2256								Root101|373		Root1464|867						Root190|718		Root265|2930		Root180|2421						Root61|2795					Root322|1857		Root1293|2703	Root136|5277	Root332|609			Root122|3189						Root614|2122		Root1433D1|927	Root151|1542		
ko:K01421				Root236|249,Root236|903		Root495|1592							Root181|1567		Root11|3826,Root11|4416,Root11|5499							Root1304|1835						Root431|2257			Root444D2|922			Root22|235,Root22|2998	Root53|1650			Root920|1218					Root101|480		Root1464|956,Root1464|1927								Root265|1360		Root180|2024						Root61|1583,Root61|2156,Root61|2465		Root1295|4759		Root456|308,Root456|906	Root322|1252,Root322|1676,Root322|1677,Root322|2978		Root1293|1158,Root1293|2383	Root136|3246	Root332|1575				Root217|5783		Root1310|379					Root1433D1|294,Root1433D1|748,Root1433D1|749,Root1433D1|2653	Root151|4173		
ko:K01431				Root236|1123						Root107|6103												Root1304|5759						Root431|2898						Root22|1859											Root1464|3000		Root157|3778				Root190|3005				Root180|120						Root61|867							Root1293|2415		Root332|1309						Root1310|5364,Root1310|5367			Root614|2185					
ko:K01436,ko:K06048				Root236|1506		Root495|2174		Root1257|4204		Root107|765			Root181|4301									Root1304|315						Root431|5687					Root240|3021	Root22|1839									Root101|1053								Root190|1714												Root1295|697		Root456|615								Root122|3002			Root1310|2397			Root614|1287			Root151|4110		
ko:K01485,ko:K11991				Root236|2519		Root495|3412		Root1257|2498		Root107|1457			Root181|2339									Root1304|3289						Root431|5581					Root240|1599	Root22|389	Root53|1617								Root101|3447		Root1464|653						Root190|892		Root265|4051		Root180|2052						Root61|1610		Root1295|2082		Root456|2767	Root322|2943		Root1293|2848	Root136|5003	Root332|741			Root122|3266			Root1310|5768			Root614|1922		Root1433D1|2623	Root151|1336		Root198D2|3491
ko:K01488,ko:K18286				Root236|2441		Root495|3051		Root1257|2395		Root107|1965												Root1304|3663						Root431|2033					Root240|2669																		Root190|2002												Root1295|3181,Root1295|5204										Root122|2630			Root1310|6791			Root614|1088			Root151|4278		
ko:K01555				Root236|3225			Root68|4146	Root1257|3442		Root107|2790			Root181|3544				Root1238|2627			Root569|207		Root1304|563	Root935|3433					Root431|4561		Root133|240		Root100|1372	Root240|1676							Root710|2285,Root710|3245		Root1280|2687	Root101|1367								Root190|799	Root170|3108		Root1277|3477,Root1277|3744			Root186|2765					Root1212|2677	Root1295|1016		Root456|1751				Root136|2744			Root318D1|622,Root318D1|3021,Root318D1|4246	Root122|1129	Root217|3136		Root1310|2090	Root189|385,Root189|4298		Root614|2003	Root1294|3778		Root151|3623		
ko:K01579				Root236|1907	Root179|525	Root495|2663	Root68|4256	Root1257|3557	Root480|411	Root107|1106	Root630|2761	Root916|1401	Root181|3845		Root11|1288	Root1472|4031						Root1304|2244	Root935|545						Root74|2264,Root74|5447		Root444D2|4646	Root100|3744	Root240|2100	Root22|204	Root53|2005	Root558|5507	Root1298|2260,Root1298|6147	Root920|2291			Root559|208	Root1280|856		Root102|5697,Root102|6255	Root1464|3076	Root278|5837		Root667|2186	Root172|6060		Root190|415	Root170|40	Root265|3771	Root1277|3352		Root1455|3168	Root186|4561	Root70|49		Root954|640,Root954|1898			Root1295|3927	Root423|6723	Root456|3639				Root136|3533			Root318D1|4586	Root122|1021	Root217|523		Root1310|3394			Root614|3966			Root151|1175	Root1312|2360,Root1312|6010	
ko:K01593				Root236|356									Root181|3381							Root569|151					Root552|1936			Root431|1094	Root74|3917			Root100|1350				Root558|5698	Root1298|4654		Root1252|6221				Root101|2106	Root102|3995	Root1464|3133	Root278|6113	Root157|2357,Root157|3125		Root172|4660						Root180|1506					Root954|358	Root61|3702			Root423|4136	Root456|2791								Root122|2787,Root122|3627			Root1310|4150							Root1312|4400	
ko:K01596				Root236|2401,Root236|2473	Root179|986	Root495|3038		Root1257|2684,Root1257|2697		Root107|320	Root630|1213	Root916|2237	Root181|2287			Root1472|907	Root1238|378					Root1304|194						Root431|1396	Root74|5186	Root133|5515		Root100|3375	Root240|1671	Root22|1720	Root53|1583	Root558|5043	Root1298|5692				Root559|743	Root1280|825	Root101|3402		Root1464|2099			Root667|876			Root190|805	Root170|267	Root265|2913	Root1277|2849	Root180|1913	Root1455|3504		Root70|858		Root954|493	Root61|3346		Root1295|610	Root423|4001	Root456|2798	Root322|1140		Root1293|24	Root136|4792,Root136|5661	Root332|1867		Root318D1|2977	Root122|3386,Root122|3390	Root217|3170		Root1310|2482	Root189|263		Root614|1997		Root1433D1|184	Root151|1474	Root1312|3641	Root198D2|656
ko:K01626,ko:K16019				Root236|165		Root495|1036		Root1257|702					Root181|2929																				Root240|286	Root22|2191	Root53|1189								Root101|71		Root1464|1251						Root190|2622				Root180|912						Root61|90				Root456|1905	Root322|64		Root1293|477		Root332|2362			Root122|3688						Root614|257		Root1433D1|1312	Root151|1833		
ko:K01633,ko:K13940				Root236|1918		Root495|2671		Root1257|3575		Root107|620												Root1304|4930						Root431|5008					Root240|2106		Root53|2172										Root1464|2536						Root190|430		Root265|3765		Root180|2869						Root61|2278		Root1295|7934			Root322|2813		Root1293|2016	Root136|3539	Root332|370			Root122|1007			Root1310|6641			Root614|3953		Root1433D1|2528	Root151|1191		
ko:K01634,ko:K18933				Root236|3237		Root495|2599		Root1257|1560					Root181|596																				Root240|3112	Root22|1926											Root1464|3494						Root190|1546																	Root1293|1276					Root122|1228								Root1433D1|1125	Root151|761		
ko:K01635				Root236|2266														Root1471|1754																																												Root1212|4609																						
ko:K01640				Root236|2423	Root179|129	Root495|3069	Root68|55,Root68|5492	Root1257|2740	Root480|1070	Root107|2044	Root630|2067	Root916|601	Root181|3712	Root670|4060,Root670|4532	Root11|5452	Root1472|3714	Root1238|1291,Root1238|2440		Root491|1672	Root569|729		Root1304|1205	Root935|3965	Root482|2596		Root149|3402	Root154|3129	Root431|547	Root74|5473	Root133|4976,Root133|5377			Root240|1805		Root53|1537	Root558|5259	Root1298|5825	Root920|3584	Root1252|4015		Root559|2939		Root101|2660			Root278|3933,Root278|4654		Root667|3625	Root172|5736	Root1203|2001	Root190|736,Root190|2804	Root170|1604,Root170|2262,Root170|2924,Root170|3774,Root170|4442,Root170|4858	Root265|888	Root1277|608		Root1455|378	Root186|1853	Root70|2649,Root70|3408,Root70|3778,Root70|4453		Root954|4295			Root1295|5457	Root423|5188	Root456|1275,Root456|3636		Root1220|1222		Root136|2038			Root318D1|768,Root318D1|2297,Root318D1|2552,Root318D1|3579	Root122|3207	Root217|144,Root217|254,Root217|3833	Root123D2|1518	Root1310|1173	Root189|106		Root614|2101	Root1294|3348		Root151|1003,Root151|1522,Root151|3842	Root1312|2553	Root198D2|786
ko:K01657,ko:K02500				Root236|216		Root495|1084		Root1257|644		Root107|4687			Root181|2725									Root1304|1890						Root431|2311					Root240|230	Root22|3330	Root53|2084								Root101|1443		Root1464|1649						Root190|2569		Root265|268		Root180|1184						Root61|578		Root1295|4706		Root456|937	Root322|424		Root1293|604	Root136|6007	Root332|2198			Root122|3757			Root1310|324			Root614|204		Root1433D1|1672	Root151|1914		
ko:K01658,ko:K07010				Root236|3039				Root1257|138		Root107|3453,Root107|5776			Root181|1591									Root1304|3860						Root431|4053		Root133|4233													Root101|462										Root265|3639					Root70|1084					Root1295|7190		Root456|125							Root318D1|3198		Root217|3650		Root1310|6364	Root189|3							Root198D2|1919
ko:K01661				Root236|2513		Root495|2930		Root1257|2547					Root181|3770		Root11|2893								Root935|2949										Root240|1654	Root22|1777	Root53|1655			Root920|3636					Root101|3905		Root1464|609						Root190|821,Root190|2770,Root190|2802		Root265|2964		Root180|2015		Root186|4260				Root61|1574				Root456|1423	Root322|2987		Root1293|2868	Root136|2557	Root332|318			Root122|3303				Root189|1686,Root189|5010		Root614|1952		Root1433D1|2663	Root151|953,Root151|990,Root151|1394,Root151|3139		
ko:K01666				Root236|2560				Root1257|357,Root1257|2653			Root630|1353		Root181|3641													Root149|4948	Root154|1178						Root240|4310							Root710|3375,Root710|4361					Root1464|538						Root190|658,Root190|3787		Root265|661,Root265|662,Root265|6106,Root265|6107										Root1295|3354,Root1295|3576			Root322|2158			Root136|490,Root136|3467			Root318D1|219					Root189|4139,Root189|4855		Root614|2893,Root614|3314	Root1294|2859,Root1294|4877	Root1433D1|1122	Root151|1044		Root198D2|4701
ko:K01671				Root236|2853																																																																																
ko:K01697				Root236|807	Root179|1676	Root495|1144		Root1257|1847	Root480|839	Root107|344,Root107|6844,Root107|6845	Root630|1070	Root916|1948	Root181|4087			Root1472|720						Root1304|5031	Root935|2190		Root552|2727			Root431|3742				Root100|4107	Root240|896	Root22|2759	Root53|179						Root559|2517		Root101|864	Root102|786	Root1464|387		Root157|2381	Root667|626	Root172|3716		Root190|3273		Root265|4258	Root1277|2743	Root180|42	Root1455|2209	Root186|2345						Root1295|2817		Root456|3309	Root322|1428		Root1293|1462,Root1293|3069	Root136|2270,Root136|2308,Root136|6553	Root332|260			Root122|2328			Root1310|1483			Root614|1000		Root1433D1|481	Root151|4056		
ko:K01719,ko:K13542				Root236|1875		Root495|2627		Root1257|3512		Root107|1049			Root181|3789									Root1304|5348						Root431|3413					Root240|1364		Root53|70								Root101|3763		Root1464|828						Root190|374		Root265|3034		Root180|2390						Root61|2928		Root1295|8043		Root456|1451	Root322|1835		Root1293|2721	Root136|2588	Root332|629			Root122|1068			Root1310|1967			Root614|4068		Root1433D1|905	Root151|1133		
ko:K01740				Root236|2202		Root495|3225			Root480|2423				Root181|4472		Root11|5106		Root1238|4305						Root935|2639						Root74|2416	Root133|1770	Root444D2|3771		Root240|2578	Root22|220	Root53|482,Root53|1664	Root558|3720	Root1298|2412	Root920|1100	Root1252|3974				Root101|203		Root1464|3378,Root1464|3653	Root278|6202			Root172|1451		Root190|2233,Root190|4216	Root170|1181	Root265|5518	Root1277|4063	Root180|705,Root180|1738			Root70|2871,Root70|2980,Root70|3258		Root954|2051	Root61|1104,Root61|3525		Root1295|7849	Root423|1158	Root456|682	Root322|122,Root322|623,Root322|881		Root1293|191,Root1293|1415	Root136|2979	Root332|1052,Root332|1055,Root332|1852		Root318D1|2807,Root318D1|5044		Root217|1021,Root217|1078,Root217|5635	Root123D2|4023	Root1310|4759	Root189|874				Root1433D1|1370,Root1433D1|1864,Root1433D1|2116		Root1312|2512	Root198D2|4087
ko:K01744				Root236|1075		Root495|1727	Root68|2955								Root11|547,Root11|1496,Root11|1497,Root11|4933				Root491|2031	Root569|2421		Root1304|3063	Root935|3427	Root482|4689		Root149|1705				Root133|2798	Root444D2|5533	Root100|4606,Root100|4629	Root240|4025		Root53|1789			Root920|327,Root920|813				Root1280|574,Root1280|605			Root1464|3244	Root278|3517,Root278|4430									Root180|1577		Root186|2758				Root61|3636			Root423|3382		Root322|758		Root1293|327	Root136|4326	Root332|1447	Root564|3774	Root318D1|1008				Root1310|4508					Root1433D1|1991			
ko:K01781				Root236|1798																																														Root1203|5002																						Root318D1|276												
ko:K01802,ko:K03772				Root236|434		Root495|1406	Root68|3795	Root1257|1317		Root107|3508			Root181|2509				Root1238|2693			Root569|4470		Root1304|3835,Root1304|6637						Root431|2631,Root431|4079		Root133|417,Root133|1916,Root133|2456,Root133|4352			Root240|509	Root22|3030	Root53|1795							Root1280|958	Root101|1622		Root1464|3226						Root190|4470		Root265|1376		Root180|1573			Root70|3781			Root61|3643		Root1295|2376,Root1295|7334		Root456|770	Root322|754		Root1293|332	Root136|3249	Root332|2195		Root318D1|5078	Root122|2162	Root217|1006		Root1310|6397,Root1310|8071	Root189|2840		Root614|469		Root1433D1|1988	Root151|4524		Root198D2|449,Root198D2|3409,Root198D2|4729
ko:K01814,ko:K01817				Root236|214		Root495|1082	Root68|1873	Root1257|645		Root107|4685			Root181|3297							Root569|1759		Root1304|1888						Root431|2309					Root240|231	Root22|744	Root53|1847							Root1280|2313	Root101|2871		Root1464|3135						Root190|2570		Root265|266		Root180|1508						Root61|3700		Root1295|4708		Root456|2103	Root322|3388		Root1293|3348	Root136|6009	Root332|1516			Root122|3756			Root1310|326			Root614|205		Root1433D1|3067	Root151|1913		
ko:K01822				Root236|2651			Root68|4596	Root1257|1623,Root1257|3223																			Root154|1172					Root100|1193	Root240|1279,Root240|1401,Root240|1482																		Root190|977,Root190|1059		Root265|4269,Root265|6025,Root265|6087,Root265|6326					Root70|1164											Root136|477,Root136|3430					Root217|3564					Root614|1732,Root614|1811			Root151|136,Root151|142,Root151|3067		
ko:K01834,ko:K22306				Root236|3832		Root495|738				Root107|2319			Root181|3433									Root1304|1379						Root431|369						Root22|1948									Root101|283										Root265|2566										Root1295|5235		Root456|3460				Root136|4670							Root1310|943								
ko:K01835,ko:K01840				Root236|1476		Root495|2159		Root1257|4181		Root107|730			Root181|4520									Root1304|271						Root431|5719					Root240|659	Root22|1853	Root53|838								Root101|1080		Root1464|2043						Root190|4568				Root180|1865						Root61|3403		Root1295|668		Root456|588	Root322|3342		Root1293|59		Root332|94			Root122|2968			Root1310|2425			Root614|3584		Root1433D1|3021	Root151|4126		
ko:K01848,ko:K11942				Root236|1997		Root495|2736		Root1257|1932					Root181|1115															Root431|1					Root240|1542																		Root190|935																		Root136|2847				Root122|979						Root614|1856			Root151|2227		
ko:K01849				Root236|1554						Root107|802			Root181|4192									Root1304|392						Root431|4354															Root101|964										Root265|5958										Root1295|773		Root456|1171				Root136|203							Root1310|2294			Root614|3320					
ko:K01854				Root236|174,Root236|3848		Root495|764,Root495|1042		Root1257|688,Root1257|2441	Root480|260	Root107|5496							Root1238|3763		Root491|4268			Root1304|1832				Root149|4677		Root431|2254	Root74|6714	Root133|2041			Root240|275,Root240|2754	Root22|2660	Root53|794	Root558|6554	Root1298|6723		Root1252|5646				Root101|2964		Root1464|2014	Root278|4330			Root172|5786		Root190|2611,Root190|4652	Root170|2337	Root265|2553,Root265|4140	Root1277|3592	Root180|1825					Root954|6385	Root61|3439	Root1212|1457,Root1212|4998	Root1295|4762	Root423|3744	Root456|1891	Root322|941	Root1220|5051	Root1293|106	Root136|5101		Root564|4701		Root122|2896,Root122|3704			Root1310|382	Root189|3546	Root1240|1085	Root614|245,Root614|3730		Root1433D1|2176	Root151|487,Root151|1850	Root1312|6778	
ko:K01883,ko:K15526				Root236|473		Root495|1368		Root1257|185		Root107|6024			Root181|2539									Root1304|3807						Root431|4106					Root240|4562	Root22|3343									Root101|1597								Root190|3607		Root265|305										Root1295|2350		Root456|799				Root136|3860				Root122|1765			Root1310|7544			Root614|4729			Root151|2457		
ko:K01911,ko:K02549				Root236|1851		Root495|436		Root1257|3498					Root181|3773																				Root240|1345	Root22|1773	Root53|1656								Root101|3907		Root1464|608						Root190|353		Root265|2988		Root180|2014						Root61|1573				Root456|1429	Root322|2988		Root1293|2869	Root136|2559	Root332|317			Root122|1086						Root614|4088		Root1433D1|2664	Root151|1114		
ko:K01923,ko:K01945				Root236|2921		Root495|59		Root1257|3339		Root107|4629			Root181|768									Root1304|3257						Root431|5620					Root240|2066	Root22|3174	Root53|305								Root101|2107		Root1464|2880						Root190|1086		Root265|6125		Root180|2753						Root61|2419		Root1295|2156		Root456|3226	Root322|2638		Root1293|2343	Root136|4731	Root332|426			Root122|408			Root1310|5794			Root614|1688		Root1433D1|2363	Root151|3461		
ko:K01924,ko:K02563				Root236|187		Root495|1054		Root1257|668					Root181|3325																				Root240|254	Root22|768	Root53|1203								Root101|174		Root1464|1266						Root190|2591				Root180|927						Root61|105				Root456|2124	Root322|78		Root1293|492	Root136|6119	Root332|2347			Root122|3727						Root614|225		Root1433D1|1326	Root151|1886		
ko:K01926				Root236|1878		Root495|2630		Root1257|3515		Root107|1052			Root181|3792		Root11|6588							Root1304|5351						Root431|3410			Root444D2|4643		Root240|1367	Root22|1761				Root920|2647					Root101|3760								Root190|377												Root1295|8046		Root456|1454				Root136|2591				Root122|1065			Root1310|1964			Root614|4065			Root151|1136		
ko:K01935				Root236|2754	Root179|672		Root68|2697		Root480|2040	Root107|5363	Root630|2400	Root916|2604	Root181|1593		Root11|2228	Root1472|620	Root1238|1314			Root569|1073		Root1304|5447						Root431|914		Root133|4980			Root240|787								Root559|955	Root1280|4061						Root667|1486			Root190|2130		Root265|246	Root1277|257		Root1455|3605	Root186|4575	Root70|51					Root1295|7430						Root136|6059			Root318D1|4139		Root217|521		Root1310|7331	Root189|109		Root614|4378			Root151|1610		Root198D2|782
ko:K01941,ko:K01965				Root236|337																																																																								Root1310|6387								
ko:K01945,ko:K11788				Root236|2917		Root495|56		Root1257|3328		Root107|4632			Root181|766									Root1304|3260						Root431|5617					Root240|1396	Root22|3168	Root53|310								Root101|2109		Root1464|2879						Root190|1064		Root265|6112		Root180|2759						Root61|2414		Root1295|2153		Root456|3225	Root322|2647		Root1293|2342	Root136|3384	Root332|425			Root122|392			Root1310|5791			Root614|1728		Root1433D1|2372	Root151|3454		
ko:K01959,ko:K01965,ko:K01968				Root236|2183		Root495|3245		Root1257|3056		Root107|6245												Root1304|671						Root431|4681					Root240|2393																		Root190|2975		Root265|1209										Root1295|1191						Root136|2774				Root122|174			Root1310|1757			Root614|2394			Root151|1365		
ko:K01962,ko:K01963				Root236|3101		Root495|311		Root1257|3151		Root107|459,Root107|5296			Root181|556,Root181|557,Root181|4208									Root1304|5990											Root240|1402																		Root190|1058		Root265|949,Root265|1355										Root1295|5084		Root456|940				Root136|3234				Root122|221,Root122|2506			Root1310|768			Root614|1734			Root151|3085		
ko:K01971,ko:K10747				Root236|2481		Root495|2937		Root1257|2276		Root107|3889			Root181|3827									Root1304|4195						Root431|1719					Root240|936	Root22|1978	Root53|1260								Root101|3708		Root1464|678						Root190|3322		Root265|1312		Root180|2979						Root61|845		Root1295|212		Root456|1521	Root322|3364		Root1293|1124	Root136|3228	Root332|1782			Root122|2511			Root1310|2815			Root614|946		Root1433D1|3043	Root151|455		
ko:K01990,ko:K01992				Root236|2951				Root1257|3537		Root107|734			Root181|3834									Root1304|4986						Root431|4955					Root240|1385	Root22|1753									Root101|3742		Root1464|3593								Root265|6273		Root180|2104						Root61|1672		Root1295|7884		Root456|1485			Root1293|1368	Root136|5846				Root122|1045			Root1310|6692			Root614|3986			Root151|1151		
ko:K01990,ko:K06021,ko:K06857				Root236|2075																																																																					Root122|2751											
ko:K02017,ko:K02018				Root236|3502,Root236|3503		Root495|1971		Root1257|3836,Root1257|3837		Root107|2854,Root107|2855			Root181|993,Root181|994															Root431|991					Root240|3510,Root240|3511	Root22|3108	Root53|995,Root53|996								Root101|2612,Root101|2613		Root1464|2246,Root1464|2247						Root190|1349,Root190|1350		Root265|942		Root180|395,Root180|396						Root61|1424,Root61|1425		Root1295|1738		Root456|2498,Root456|2499	Root322|2596,Root322|2597		Root1293|1976,Root1293|1977	Root136|5265,Root136|5266				Root122|2413			Root1310|5024,Root1310|5025			Root614|1441,Root614|1442		Root1433D1|2320,Root1433D1|2321	Root151|379		
ko:K02021,ko:K06147,ko:K16786,ko:K16787				Root236|218		Root495|1086		Root1257|639					Root181|2721																				Root240|220	Root22|3327									Root101|1447								Root190|2566														Root456|934								Root122|3762						Root614|196			Root151|1917		
ko:K02025,ko:K10234,ko:K15771,ko:K17322				Root236|3495																																																																																
ko:K02026,ko:K10242				Root236|927						Root107|2032,Root107|4784,Root107|6402			Root181|149,Root181|392									Root1304|2347,Root1304|6478						Root431|567,Root431|2585			Root444D2|3210,Root444D2|3423,Root444D2|4471,Root444D2|4974,Root444D2|7159		Root240|294	Root22|2701	Root53|299								Root101|139		Root1464|701										Root180|2747						Root61|2424		Root1295|1322,Root1295|5481		Root456|320,Root456|1510	Root322|2625		Root1293|2795		Root332|699			Root122|143,Root122|1826			Root1310|1195,Root1310|7086					Root1433D1|2350			
ko:K02026,ko:K17331				Root236|1060				Root1257|3169		Root107|141			Root181|162																				Root240|1068	Root22|1908,Root22|3663											Root1464|2350										Root180|321						Root61|3294				Root456|3560			Root1293|1811		Root332|898			Root122|2547			Root1310|2743								
ko:K02028,ko:K10008				Root236|914																													Root240|3386																		Root190|1430																						Root122|666						Root614|3421			Root151|3775		
