	Root241	Root381	Root105	Root236	Root179	Root495	Root68	Root1257	Root480	Root107	Root630	Root916	Root181	Root670	Root11	Root1472	Root1238	Root1471	Root491	Root569	Root685	Root1304	Root935	Root482	Root552	Root149	Root154	Root431	Root74	Root133	Root444D2	Root100	Root240	Root22	Root53	Root558	Root1298	Root920	Root1252	Root710	Root559	Root1280	Root101	Root102	Root1464	Root278	Root157	Root667	Root172	Root1203	Root190	Root170	Root265	Root1277	Root180	Root1455	Root186	Root70	Root635	Root954	Root61	Root1212	Root1295	Root423	Root456	Root322	Root1220	Root1293	Root136	Root332	Root564	Root318D1	Root122	Root217	Root123D2	Root1310	Root189	Root1240	Root614	Root1294	Root1433D1	Root151	Root1312	Root198D2
ko:K00031	Root241|1217	Root381|1824	Root105|3002	Root236|1538	Root179|122	Root495|2200	Root68|5338,Root68|5339	Root1257|5157	Root480|2116	Root107|2893	Root630|1451	Root916|3110	Root181|3906	Root670|1337	Root11|3164	Root1472|4021	Root1238|5740	Root1471|566	Root491|4868	Root569|658	Root685|363	Root1304|2884	Root935|3994	Root482|1906	Root552|3003	Root149|1584	Root154|1703	Root431|1220	Root74|1292	Root133|627,Root133|1410	Root444D2|3861	Root100|3706	Root240|3050	Root22|1306	Root53|721	Root558|819	Root1298|1257	Root920|3144	Root1252|1653	Root710|810	Root559|1465	Root1280|3888,Root1280|3893	Root101|1024	Root102|2813	Root1464|2355	Root278|4975	Root157|2669	Root667|3765	Root172|97	Root1203|989	Root190|1672	Root170|1063,Root170|1524	Root265|5517	Root1277|2031	Root180|315	Root1455|3149	Root186|1822,Root186|2445	Root70|922,Root70|1587	Root635|904	Root954|6075	Root61|3288	Root1212|3030	Root1295|6435	Root423|5774	Root456|1154	Root322|3183	Root1220|969	Root1293|1816	Root136|2976	Root332|888	Root564|3516	Root318D1|4010	Root122|3020	Root217|3245,Root217|5015	Root123D2|692	Root1310|3423	Root189|1233,Root189|2535	Root1240|1864	Root614|1314	Root1294|1747	Root1433D1|2864	Root151|4076	Root1312|1255	Root198D2|1827,Root198D2|4491
ko:K00035	Root241|3061		Root105|5243													Root1472|2138,Root1472|2930		Root1471|3612	Root491|384		Root685|3298			Root482|846		Root149|3388	Root154|792		Root74|2802							Root558|2124	Root1298|2881		Root1252|2610					Root102|6452		Root278|1828			Root172|6470	Root1203|3059						Root1455|793,Root1455|4395			Root635|1555	Root954|1339		Root1212|150		Root423|2782			Root1220|3731				Root564|1643						Root189|4120	Root1240|3190					Root1312|3099	Root198D2|1493
ko:K00036	Root241|1173	Root381|537	Root105|5643	Root236|384,Root236|1562	Root179|366,Root179|444	Root495|1134,Root495|1465,Root495|2467	Root68|1254,Root68|1975	Root1257|89,Root1257|3109,Root1257|3419	Root480|2297,Root480|2476	Root107|3281	Root630|1412	Root916|896,Root916|3953	Root181|2053,Root181|2631	Root670|929	Root11|292	Root1472|1864	Root1238|4030,Root1238|5382	Root1471|2888,Root1471|3554	Root491|884,Root491|3669	Root569|2826,Root569|3948	Root685|1719,Root685|2508	Root1304|2020	Root935|3294	Root482|3947	Root552|1445	Root149|2294	Root154|946	Root431|2431	Root74|3353	Root133|3397,Root133|4696	Root444D2|4314	Root100|1739	Root240|794,Root240|1594,Root240|3567	Root22|3932	Root53|457	Root558|1839	Root1298|3707	Root920|2433	Root1252|241	Root710|3418	Root559|1324,Root559|1701		Root101|1091,Root101|1520,Root101|3289	Root102|993,Root102|4515	Root1464|1616	Root278|981	Root157|2387	Root667|1932,Root667|2515	Root172|3953,Root172|5660	Root1203|200,Root1203|574,Root1203|5154	Root190|895,Root190|1597,Root190|2138		Root265|150,Root265|3362,Root265|6194	Root1277|4008	Root180|1293	Root1455|1554	Root186|1278	Root70|354	Root635|361	Root954|812	Root61|196,Root61|3210	Root1212|689,Root1212|4172	Root1295|4571	Root423|3307	Root456|881	Root322|252	Root1220|2405,Root1220|3486	Root1293|648,Root1293|1060	Root136|870,Root136|3877	Root332|2232,Root332|2376	Root564|2153,Root564|2760	Root318D1|5242	Root122|892,Root122|1132,Root122|3556	Root217|3120	Root123D2|3534	Root1310|178,Root1310|7069,Root1310|7070	Root189|446,Root189|2129	Root1240|1127	Root614|1382,Root614|1917,Root614|4373	Root1294|914,Root1294|917,Root1294|4243	Root1433D1|1499	Root151|1435	Root1312|4052	Root198D2|168,Root198D2|3903
ko:K00040,ko:K00045	Root241|2455		Root105|4419						Root480|2262					Root670|3467				Root1471|3206	Root491|3502,Root491|3884		Root685|2084			Root482|1511		Root149|2706	Root154|3100,Root154|3924,Root154|4341		Root74|2195,Root74|4940			Root100|3105				Root558|4804	Root1298|2190,Root1298|5516		Root1252|5476	Root710|3357				Root102|1109,Root102|2339		Root278|5121			Root172|1378,Root172|4076	Root1203|2657									Root635|3174	Root954|1829,Root954|5195	Root61|1721	Root1212|1606		Root423|5630			Root1220|449,Root1220|2812				Root564|102							Root1240|1644		Root1294|920			Root1312|2291,Root1312|5262	
ko:K00046	Root241|2707	Root381|1037,Root381|2138,Root381|2864	Root105|1588,Root105|2922,Root105|3191					Root1257|4911						Root670|3102			Root1238|4040	Root1471|3511	Root491|4135,Root491|4463		Root685|417,Root685|2136		Root935|1288,Root935|4283	Root482|1725,Root482|2279		Root149|3959	Root154|190,Root154|3949		Root74|1552				Root240|2524			Root558|5880	Root1298|1376		Root1252|3360,Root1252|4396	Root710|1300,Root710|1315,Root710|2720				Root102|1778,Root102|6218		Root278|6615			Root172|1108,Root172|4273	Root1203|2755	Root190|2284	Root170|4269	Root265|1952,Root265|3343,Root265|3569	Root1277|2727		Root1455|3593	Root186|314,Root186|1623	Root70|818,Root70|1750	Root635|966	Root954|1584		Root1212|1809		Root423|4460		Root322|1995	Root1220|2732		Root136|150		Root564|2739,Root564|3005	Root318D1|2858,Root318D1|5270		Root217|1847	Root123D2|1903	Root1310|7117	Root189|1683,Root189|3431,Root189|5007,Root189|5335	Root1240|4055,Root1240|4324	Root614|3814,Root614|4189,Root614|4612	Root1294|3176	Root1433D1|1068	Root151|4648	Root1312|1431	Root198D2|1231
ko:K00052	Root241|651	Root381|802,Root381|1411	Root105|863	Root236|1077	Root179|1134	Root495|1729	Root68|964	Root1257|1007	Root480|2586	Root107|5244	Root630|812	Root916|2526	Root181|1581	Root670|2804	Root11|1149	Root1472|4144	Root1238|4744	Root1471|2818	Root491|2388	Root569|985	Root685|3714	Root1304|4422,Root1304|5197	Root935|981,Root935|3042	Root482|4264	Root552|3816	Root149|4220	Root154|3805	Root431|1914	Root74|2090,Root74|2091,Root74|3962,Root74|3963,Root74|6235,Root74|6520	Root133|2807,Root133|3588	Root444D2|1176	Root100|4363	Root240|773	Root22|3653	Root53|1288	Root558|2736,Root558|2737,Root558|2738,Root558|5743	Root1298|2086,Root1298|2448,Root1298|4699,Root1298|6530	Root920|3054	Root1252|1882,Root1252|6938,Root1252|6939,Root1252|7211	Root710|79,Root710|1162	Root559|3795	Root1280|1897	Root101|472	Root102|865	Root1464|1912	Root278|1444,Root278|3169,Root278|6071	Root157|3646	Root667|1408	Root172|2292,Root172|3808	Root1203|2035	Root190|2118	Root170|120,Root170|2937	Root265|4938	Root1277|3892	Root180|1458	Root1455|958	Root186|3202,Root186|4341	Root70|2093,Root70|3424	Root635|1457	Root954|313,Root954|4670,Root954|6429	Root61|750	Root1212|2240	Root1295|3017	Root423|1686,Root423|4181,Root423|6466,Root423|6619	Root456|133	Root322|654	Root1220|1291	Root1293|1145	Root136|1539	Root332|1601	Root564|4373	Root318D1|2018	Root122|2754	Root217|816	Root123D2|3913	Root1310|6911	Root189|861	Root1240|3115	Root614|4390	Root1294|791,Root1294|4117	Root1433D1|1895	Root151|4457	Root1312|2139,Root1312|2141,Root1312|2667,Root1312|4445,Root1312|6640	Root198D2|283
ko:K00053	Root241|1971	Root381|1901	Root105|1443	Root236|1086	Root179|1132	Root495|1735	Root68|4234	Root1257|1106	Root480|2584	Root107|5239	Root630|819	Root916|2518	Root181|1577	Root670|1274	Root11|1147,Root11|1535	Root1472|2040	Root1238|3349	Root1471|1525	Root491|2807	Root569|3698	Root685|272	Root1304|4414	Root935|3038	Root482|391	Root552|1268	Root149|1079	Root154|1455	Root431|1893	Root74|331	Root133|3714	Root444D2|1166	Root100|238	Root240|740	Root22|3648	Root53|498	Root558|330	Root1298|331	Root920|3056	Root1252|1227	Root710|544	Root559|3787	Root1280|3236	Root101|475	Root102|3752	Root1464|1921	Root278|2413	Root157|2153	Root667|1400	Root172|3312	Root1203|1596	Root190|2092	Root170|1576	Root265|4932	Root1277|3429	Root180|1464	Root1455|3046	Root186|4337	Root70|3242	Root635|806	Root954|5563	Root61|758	Root1212|2763	Root1295|3004	Root423|327	Root456|135	Root322|671	Root1220|4767	Root1293|1153	Root136|1580	Root332|1596	Root564|2631	Root318D1|5143	Root122|2738	Root217|1746	Root123D2|320	Root1310|6922	Root189|816	Root1240|1960	Root614|4424	Root1294|3051	Root1433D1|1912	Root151|4437	Root1312|331	Root198D2|539
ko:K00057	Root241|2280	Root381|869	Root105|899	Root236|29	Root179|894	Root495|826	Root68|3898	Root1257|942	Root480|2629	Root107|4977	Root630|1626	Root916|3872	Root181|1621	Root670|3544	Root11|1252	Root1472|4902	Root1238|1477	Root1471|2702	Root491|2249	Root569|4812	Root685|3795	Root1304|4465	Root935|480	Root482|4132	Root552|3462	Root149|3078	Root154|937,Root154|3005	Root431|1957	Root74|1909	Root133|2633	Root444D2|4702,Root444D2|5881	Root100|1153	Root240|2648	Root22|1113	Root53|929	Root558|2920	Root1298|1903	Root920|2333	Root1252|3686	Root710|3697	Root559|1255		Root101|438	Root102|980	Root1464|1882	Root278|3346	Root157|169	Root667|1862	Root172|3940	Root1203|2186	Root190|2163	Root170|4890	Root265|4953,Root265|5090	Root1277|2989	Root180|1432	Root1455|4305	Root186|4149	Root70|80	Root635|1470	Root954|4852	Root61|699	Root1212|2078	Root1295|3085	Root423|1868	Root456|95	Root322|618	Root1220|1443	Root1293|1111	Root136|1528	Root332|1661	Root564|4495	Root318D1|1497	Root122|2809	Root217|503	Root123D2|3852	Root1310|6873	Root189|3933	Root1240|3298	Root614|4350	Root1294|939,Root1294|3961	Root1433D1|1859	Root151|1656	Root1312|1958	Root198D2|3751
ko:K00058	Root241|2453	Root381|700,Root381|2119,Root381|2999,Root381|4158,Root381|4651,Root381|4675	Root105|3466,Root105|4327	Root236|2275,Root236|2839	Root179|2280	Root495|3180	Root68|2488	Root1257|1033,Root1257|1627,Root1257|3399	Root480|3111	Root107|35,Root107|5240	Root630|2074	Root916|77	Root181|1579,Root181|3063	Root670|2239,Root670|3245,Root670|3458,Root670|4430	Root11|417	Root1472|2436	Root1238|194,Root1238|3805,Root1238|4158,Root1238|4268	Root1471|2660	Root491|1940	Root569|30,Root569|1284	Root685|1366,Root685|2622	Root1304|3575,Root1304|4415	Root935|561,Root935|3747	Root482|3527	Root552|545	Root149|2430	Root154|1871	Root431|1894,Root431|5294	Root74|109,Root74|4622,Root74|5330,Root74|6975	Root133|5514	Root444D2|4726	Root100|944,Root100|4746	Root240|757,Root240|4654	Root22|792	Root53|1285	Root558|111,Root558|1118,Root558|6764,Root558|6765	Root1298|109,Root1298|5199,Root1298|6264,Root1298|7004	Root920|2358	Root1252|1023,Root1252|3047,Root1252|5837,Root1252|6772	Root710|219	Root559|3523	Root1280|1818,Root1280|1845,Root1280|3560	Root101|474,Root101|1851,Root101|3285	Root102|1246,Root102|2943,Root102|5681	Root1464|1352,Root1464|1915,Root1464|2673	Root278|2205,Root278|3050,Root278|6703	Root157|249	Root667|2819	Root172|935,Root172|1071,Root172|1472,Root172|4207,Root172|6459	Root1203|3987,Root1203|5230,Root1203|6124	Root190|2102,Root190|3507	Root170|1090,Root170|1265,Root170|2189,Root170|4117	Root265|4937,Root265|6450	Root1277|3994	Root180|1461	Root1455|1334,Root1455|2388	Root186|3075,Root186|4544	Root70|478,Root70|1603,Root70|2404,Root70|4046	Root635|2304	Root954|755,Root954|4105,Root954|5341,Root954|5761	Root61|753,Root61|1213,Root61|2641	Root1212|2633,Root1212|4421	Root1295|3005,Root1295|5860,Root1295|6374	Root423|108,Root423|3554,Root423|4607	Root456|3546	Root322|657,Root322|1780,Root322|2427	Root1220|1969,Root1220|2533,Root1220|5458	Root1293|896,Root1293|1148	Root136|1540	Root332|1599,Root332|2066	Root564|391,Root564|4809	Root318D1|191,Root318D1|1005,Root318D1|1463,Root318D1|3994,Root318D1|4220	Root122|472,Root122|2746	Root217|1439,Root217|1944,Root217|2989,Root217|5032	Root123D2|2647	Root1310|6603,Root1310|6921	Root189|264	Root1240|2487	Root614|4406,Root614|4873	Root1294|2434	Root1433D1|850,Root1433D1|1197,Root1433D1|1898	Root151|2337,Root151|3749,Root151|3750,Root151|4450	Root1312|109,Root1312|4945,Root1312|6125,Root1312|6978	Root198D2|657
ko:K00059	Root241|362,Root241|1162,Root241|3126	Root381|411,Root381|1443,Root381|1544,Root381|1848,Root381|1867,Root381|2453,Root381|2515,Root381|3045,Root381|3100,Root381|3783,Root381|3790,Root381|3791,Root381|4351,Root381|4626,Root381|5293	Root105|1261,Root105|1869,Root105|3135,Root105|3806,Root105|3818,Root105|3998,Root105|4768,Root105|5312	Root236|351,Root236|965,Root236|2604,Root236|2676,Root236|2688,Root236|2978,Root236|3745,Root236|3754	Root179|316,Root179|1309,Root179|1531,Root179|2139,Root179|2543,Root179|3264	Root495|14,Root495|95,Root495|463,Root495|530,Root495|654,Root495|659,Root495|1494	Root68|763,Root68|1542,Root68|1769,Root68|2123,Root68|3094,Root68|3431,Root68|4599,Root68|4763,Root68|4942	Root1257|115,Root1257|121,Root1257|330,Root1257|403,Root1257|452,Root1257|1734,Root1257|2197,Root1257|2320,Root1257|3275,Root1257|4264,Root1257|4767,Root1257|4777	Root480|148,Root480|1056,Root480|1220	Root107|595,Root107|1143,Root107|1789,Root107|3042,Root107|3127,Root107|3142,Root107|3783,Root107|3873,Root107|4316,Root107|6321,Root107|7058	Root630|1899,Root630|2237,Root630|3645	Root916|428,Root916|985,Root916|2952	Root181|35,Root181|809,Root181|1534,Root181|1689,Root181|2408,Root181|2576,Root181|3501,Root181|4485	Root670|1314,Root670|2149,Root670|2342,Root670|2464,Root670|2832,Root670|2933,Root670|3733,Root670|4072,Root670|4140,Root670|4576,Root670|4961	Root11|340,Root11|2500,Root11|2613,Root11|3134,Root11|4430,Root11|5635,Root11|6063	Root1472|480,Root1472|809,Root1472|810,Root1472|1407,Root1472|2565,Root1472|3552,Root1472|4054	Root1238|1408,Root1238|2130,Root1238|3288,Root1238|3633,Root1238|4118,Root1238|5555	Root1471|14,Root1471|913,Root1471|992,Root1471|2264,Root1471|2538,Root1471|3556	Root491|400,Root491|501,Root491|1484,Root491|3714,Root491|3725,Root491|3883,Root491|4957,Root491|5101	Root569|156,Root569|157,Root569|869,Root569|1445,Root569|1668,Root569|2836,Root569|3655,Root569|4667,Root569|5459	Root685|1333,Root685|2325,Root685|2454	Root1304|629,Root1304|1637,Root1304|1925,Root1304|2107,Root1304|2132,Root1304|4112,Root1304|5177,Root1304|5517,Root1304|5518,Root1304|5706,Root1304|5803,Root1304|6513	Root935|1404,Root935|2053,Root935|2092,Root935|3064,Root935|4228	Root482|860,Root482|2621,Root482|3442,Root482|4084,Root482|4710,Root482|4920,Root482|4989	Root552|94,Root552|1447,Root552|1806,Root552|2452,Root552|3499,Root552|4275,Root552|4459	Root149|179,Root149|267,Root149|4050,Root149|4383,Root149|4902	Root154|185,Root154|215,Root154|1203,Root154|1628,Root154|1999,Root154|2806,Root154|2808	Root431|67,Root431|840,Root431|841,Root431|1632,Root431|2468,Root431|2522,Root431|2547,Root431|2935,Root431|3387,Root431|4632	Root74|836,Root74|1383,Root74|1445,Root74|1769,Root74|1848,Root74|2201,Root74|2223,Root74|2788,Root74|5188,Root74|5460,Root74|6138,Root74|6243,Root74|6774,Root74|6789,Root74|6812	Root133|1460,Root133|1529,Root133|2777,Root133|2794,Root133|3700,Root133|3935,Root133|5802,Root133|6063	Root444D2|230,Root444D2|395,Root444D2|1303,Root444D2|1963,Root444D2|3266,Root444D2|4133,Root444D2|4362,Root444D2|5112,Root444D2|5400	Root100|1521,Root100|1740,Root100|2178,Root100|2728,Root100|4127	Root240|48,Root240|86,Root240|666,Root240|979,Root240|1685,Root240|1713,Root240|1897,Root240|1960,Root240|1977,Root240|2250,Root240|2729,Root240|4334,Root240|4438,Root240|4615	Root22|1715,Root22|3194,Root22|3428,Root22|3546	Root53|425,Root53|1592	Root558|913,Root558|1509,Root558|2138,Root558|2645,Root558|2668,Root558|2677,Root558|2981,Root558|3648,Root558|5041,Root558|5193,Root558|5494,Root558|5751	Root1298|835,Root1298|1593,Root1298|1842,Root1298|2196,Root1298|2218,Root1298|2456,Root1298|2867,Root1298|5694,Root1298|6002,Root1298|6086,Root1298|6134,Root1298|6598,Root1298|6751,Root1298|6774,Root1298|6826	Root920|1427,Root920|1428,Root920|1529,Root920|1735,Root920|1849,Root920|3162	Root1252|620,Root1252|1889,Root1252|1898,Root1252|2624,Root1252|3623,Root1252|4595,Root1252|4596,Root1252|4720,Root1252|4811,Root1252|5230,Root1252|5743,Root1252|6260	Root710|135,Root710|279,Root710|591,Root710|1945,Root710|3085,Root710|3141,Root710|3212,Root710|4208	Root559|1781,Root559|2100,Root559|2782	Root1280|371,Root1280|1640,Root1280|2295,Root1280|2722,Root1280|3521,Root1280|3606,Root1280|4093,Root1280|4230	Root101|1560,Root101|1749,Root101|2620,Root101|3177,Root101|3183	Root102|1964,Root102|2252,Root102|2780,Root102|3004,Root102|3418,Root102|3926,Root102|4514,Root102|5331,Root102|6276	Root1464|1505	Root278|301,Root278|1435,Root278|1842,Root278|3405,Root278|4473,Root278|4738,Root278|5390,Root278|5973,Root278|6032,Root278|6484,Root278|6639	Root157|2183,Root157|2385,Root157|2512,Root157|3423,Root157|3469,Root157|3853	Root667|167,Root667|2595,Root667|3142	Root172|132,Root172|494,Root172|948,Root172|1463,Root172|1469,Root172|2293,Root172|2462,Root172|2540,Root172|3515,Root172|4587,Root172|5057,Root172|5179,Root172|5661	Root1203|706,Root1203|2418,Root1203|3043,Root1203|3271,Root1203|4077,Root1203|4587,Root1203|4846,Root1203|5199,Root1203|5253,Root1203|5558,Root1203|5591,Root1203|6190,Root1203|6197,Root1203|6558	Root190|149,Root190|596,Root190|834,Root190|1945,Root190|2439,Root190|2475,Root190|2807,Root190|3059,Root190|3068,Root190|3653,Root190|3659,Root190|3773,Root190|4574	Root170|205,Root170|314,Root170|1301,Root170|1330,Root170|1772,Root170|2210,Root170|2946,Root170|3000,Root170|3788,Root170|4934,Root170|5074,Root170|5185	Root265|714,Root265|1029,Root265|1637,Root265|2137,Root265|2466,Root265|2865,Root265|3190,Root265|3423,Root265|3468,Root265|3847,Root265|4287,Root265|6016,Root265|6063,Root265|6328	Root1277|412,Root1277|413,Root1277|1379,Root1277|1904,Root1277|2645	Root180|608,Root180|1267,Root180|2801,Root180|3096	Root1455|1886,Root1455|3718	Root186|830,Root186|832,Root186|1045,Root186|2603,Root186|4366	Root70|1110,Root70|2136,Root70|2281,Root70|3064	Root635|178,Root635|3596,Root635|3670	Root954|305,Root954|495,Root954|627,Root954|1325,Root954|1800,Root954|1835,Root954|1857,Root954|2424,Root954|3208,Root954|3231,Root954|3474,Root954|3592,Root954|4274,Root954|4913,Root954|6625	Root61|222,Root61|433,Root61|1406,Root61|2780,Root61|2819,Root61|2846	Root1212|167,Root1212|2035,Root1212|3257,Root1212|4206	Root1295|546,Root1295|1104,Root1295|1139,Root1295|1262,Root1295|3737,Root1295|4427,Root1295|4428,Root1295|4467,Root1295|4487,Root1295|4671,Root1295|4958,Root1295|6490,Root1295|7105,Root1295|7496,Root1295|7497,Root1295|7981	Root423|834,Root423|1490,Root423|1929,Root423|2796,Root423|3480,Root423|3999,Root423|5321,Root423|6277,Root423|6286,Root423|6472,Root423|6611,Root423|6626,Root423|6631,Root423|6736	Root456|836,Root456|843,Root456|1244,Root456|1376,Root456|1377,Root456|1801,Root456|2526,Root456|2811,Root456|3552	Root322|278,Root322|1166,Root322|2420,Root322|2426	Root1220|1473,Root1220|2014,Root1220|2602,Root1220|2916,Root1220|3142,Root1220|3615,Root1220|3716,Root1220|3865,Root1220|5469,Root1220|5516	Root1293|760,Root1293|2097,Root1293|2116,Root1293|2780	Root136|183,Root136|619,Root136|838,Root136|1416,Root136|3411,Root136|3446,Root136|4100,Root136|4101,Root136|4239,Root136|4258,Root136|4716,Root136|5458,Root136|5639	Root332|600,Root332|1089,Root332|2248	Root564|761,Root564|1050,Root564|1670,Root564|1794	Root318D1|282,Root318D1|1856,Root318D1|1989,Root318D1|2998,Root318D1|3371,Root318D1|4040,Root318D1|4315,Root318D1|5084,Root318D1|5113	Root122|1721,Root122|2020,Root122|2056,Root122|2559,Root122|3588,Root122|3597	Root217|620,Root217|778,Root217|1710,Root217|3620,Root217|3625,Root217|3976,Root217|5226	Root123D2|49,Root123D2|658,Root123D2|1632,Root123D2|1679,Root123D2|2199,Root123D2|2256,Root123D2|3129,Root123D2|3548	Root1310|26,Root1310|46,Root1310|292,Root1310|348,Root1310|592,Root1310|1726,Root1310|2035,Root1310|3383,Root1310|3721,Root1310|3930,Root1310|4070,Root1310|4226,Root1310|4837,Root1310|5340,Root1310|5784,Root1310|7079,Root1310|7257,Root1310|7258,Root1310|7714	Root189|1480,Root189|1754,Root189|1760,Root189|2504,Root189|2528,Root189|3629,Root189|4166,Root189|4171,Root189|5138,Root189|5157,Root189|5638	Root1240|307,Root1240|406,Root1240|425,Root1240|1826	Root614|52,Root614|88,Root614|724,Root614|1147,Root614|1622,Root614|2905,Root614|3133,Root614|3275,Root614|3589,Root614|3825,Root614|4542,Root614|4779,Root614|4786	Root1294|705,Root1294|801,Root1294|869,Root1294|1980,Root1294|2818,Root1294|2841,Root1294|2844,Root1294|3170,Root1294|3263,Root1294|3429,Root1294|3620,Root1294|4598,Root1294|4685	Root1433D1|210,Root1433D1|1190,Root1433D1|1196,Root1433D1|1525	Root151|70,Root151|91,Root151|166,Root151|826,Root151|1052,Root151|2041,Root151|2073,Root151|2338,Root151|2344,Root151|3562,Root151|4208,Root151|4500	Root1312|834,Root1312|1346,Root1312|1648,Root1312|1897,Root1312|2282,Root1312|2297,Root1312|2319,Root1312|2675,Root1312|3085,Root1312|3639,Root1312|5969,Root1312|5998,Root1312|6204,Root1312|6810,Root1312|6833	Root198D2|1269,Root198D2|3154,Root198D2|4356
ko:K00059,ko:K21883	Root241|3053																																																																																Root1433D1|1114	Root151|869		
ko:K00064	Root241|568	Root381|2266	Root105|214,Root105|3014,Root105|3527,Root105|4971,Root105|5361	Root236|1784,Root236|1792,Root236|3173						Root107|5701				Root670|4268		Root1472|2781	Root1238|207	Root1471|2303,Root1471|2970	Root491|2413,Root491|3886	Root569|4778	Root685|355	Root1304|3128,Root1304|3590	Root935|4303	Root482|4219		Root149|2822			Root74|433,Root74|2140,Root74|6486,Root74|6543,Root74|6544	Root133|4846	Root444D2|3413					Root558|430,Root558|1029,Root558|6596	Root1298|433,Root1298|2135,Root1298|6496,Root1298|6553,Root1298|6554		Root1252|1827,Root1252|5977					Root102|2770,Root102|2968	Root1464|3239	Root278|1494,Root278|2504,Root278|6275			Root172|143,Root172|5087	Root1203|4943,Root1203|5806,Root1203|6345,Root1203|6444			Root265|2517		Root180|2438	Root1455|79			Root635|892	Root954|3247,Root954|4621,Root954|5665,Root954|6453,Root954|6454		Root1212|2348	Root1295|7306	Root423|426,Root423|5438,Root423|6312		Root322|1789	Root1220|128	Root1293|2165,Root1293|2654			Root564|4301			Root217|5192		Root1310|3377		Root1240|3222			Root1433D1|859		Root1312|433,Root1312|2190,Root1312|6606,Root1312|6663,Root1312|6664	Root198D2|1090
ko:K00065	Root241|1098			Root236|1786				Root1257|3974	Root480|2137		Root630|841	Root916|2853		Root670|4263		Root1472|841,Root1472|5197		Root1471|3311	Root491|3533	Root569|4723	Root685|1933			Root482|2559		Root149|2865,Root149|3273	Root154|3087		Root74|5927	Root133|1810	Root444D2|1673					Root558|4279,Root558|6081	Root1298|3892	Root920|602	Root1252|2030,Root1252|2194	Root710|1329,Root710|1725	Root559|3660			Root102|1116	Root1464|2665	Root278|1371,Root278|6515		Root667|1735		Root1203|4804	Root190|1226,Root190|3060		Root265|4063,Root265|6442	Root1277|1820		Root1455|3579			Root635|3142	Root954|3394	Root61|1944,Root61|2071			Root423|4280,Root423|6807		Root322|1124	Root1220|4370	Root1293|2652							Root123D2|1555,Root123D2|2967								Root1312|6516	
ko:K00074	Root241|176	Root381|924,Root381|3779		Root236|1214,Root236|2018		Root495|1794,Root495|2881,Root495|3365	Root68|4665,Root68|4801,Root68|5120	Root1257|1228,Root1257|3257,Root1257|3752		Root107|42,Root107|3176,Root107|3435	Root630|519		Root181|1506,Root181|2206	Root670|3351	Root11|5028	Root1472|1709	Root1238|565	Root1471|2362	Root491|1777	Root569|5124		Root1304|2660,Root1304|3491,Root1304|3881,Root1304|4259	Root935|3470	Root482|3354	Root552|163	Root149|2987	Root154|3959	Root431|1758,Root431|2856,Root431|4026,Root431|5399	Root74|4544	Root133|4255	Root444D2|141,Root444D2|4636	Root100|4408	Root240|407,Root240|1540,Root240|2918		Root53|966	Root558|1037	Root1298|5121	Root920|494,Root920|2732	Root1252|2956	Root710|1958,Root710|3760,Root710|3989		Root1280|3592,Root1280|4223	Root101|498,Root101|3826	Root102|4609,Root102|6395	Root1464|2636,Root1464|2799	Root278|3127	Root157|2246		Root172|4519,Root172|6499	Root1203|5281	Root190|182,Root190|937,Root190|4555	Root170|296,Root170|4155,Root170|4913	Root265|3081	Root1277|687	Root180|353	Root1455|2068,Root1455|3933	Root186|2802	Root70|2585,Root70|3291,Root70|3410		Root954|4027	Root61|2076,Root61|2106,Root61|3328	Root1212|2723	Root1295|171,Root1295|2425,Root1295|4381,Root1295|6673	Root423|4688	Root456|199,Root456|214,Root456|2454,Root456|3086	Root322|3235	Root1220|1592	Root1293|2127,Root1293|2502	Root136|1278,Root136|1642,Root136|2653,Root136|5824		Root564|531	Root318D1|3992,Root318D1|4496,Root318D1|4954	Root122|2077	Root217|1059,Root217|2782	Root123D2|3172	Root1310|5578,Root1310|6342,Root1310|7568,Root1310|7927	Root189|1677,Root189|1680,Root189|1681,Root189|1705,Root189|2057,Root189|2089,Root189|5002,Root189|5004,Root189|5005,Root189|5680,Root189|5681	Root1240|3405	Root614|367,Root614|1854,Root614|4038	Root1294|3257,Root1294|3275,Root1294|4354	Root1433D1|2916	Root151|875,Root151|1388,Root151|4594,Root151|4595	Root1312|4867	Root198D2|2269
